duplicate_group_id,duplicate_count,source_entries,Material,Text,Tensile_value,Yield_value,Elongation_value,cluster_number,cluster_label
540,2,"541,2513",AISI 4820 Steel,"Normalized 860C (1580F), 25 mm (1 In.) Round",758.0,485.0,24.0,4,Normalized (air cooled) – general-purpose steel
541,2,"542,2967",AISI 5150 Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 100 mm (4 In.) Round",793.0,525.0,21.0,6,Quenched (oil) & tempered – high-strength structural steel
542,2,"543,3057",AISI 5150H Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 100 mm (4 In.) Round",827.0,550.0,19.0,6,Quenched (oil) & tempered – high-strength structural steel
543,2,"544,2374",AISI 5120H Steel,"Heat Treated, Machined To 25 mm, Pseudocarburized, Reheated To 775C (1430F), 150C (300F) Temper",834.0,635.0,14.0,0,Carburized – quenched (oil) – wear-resistant surface steel
544,2,"545,2357",AISI 4820H Steel,"Mock Carburized, Reheated To 800C (1470F), 230C (450F) Temper, 13 mm (0.5 In.) Round",1415.0,1170.0,13.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
545,2,"546,3104",AISI 5140 Steel,"Normalized, 50 mm (2 In.) Round",779.0,455.0,21.0,9,Normalized – general-purpose steel (round normalized stock)
546,2,"547,2946",AISI 5150 Steel,"Normalized, 13 mm (0.5 In.) Round",903.0,565.0,21.0,9,Normalized – general-purpose steel (round normalized stock)
547,2,"548,2944",AISI 5140H Steel,"Annealed 830C (1525F), 25 mm (1 In.) Round",570.0,290.0,28.0,7,Annealed – easy-to-machine – round annealed stock
548,2,"549,2926",AISI 5140H Steel,"Oil Quenched 845C (1550F), 540C (1000F) Temper, 13 mm (0.5 In.) Round",1015.0,910.0,17.0,6,Quenched (oil) & tempered – high-strength structural steel
549,2,"550,2961",AISI 5150 Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 100 mm (4 In.) Round",862.0,595.0,20.0,6,Quenched (oil) & tempered – high-strength structural steel
550,2,"551,3072",AISI 5150 Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 100 mm (4 In.) Round",827.0,550.0,19.0,6,Quenched (oil) & tempered – high-strength structural steel
551,2,"552,2949",AISI 5140H Steel,"Normalized, 25 mm (1 In.) Round",793.0,470.0,22.0,9,Normalized – general-purpose steel (round normalized stock)
552,2,"553,3151",AISI 5140 Steel,Normalized 870C (1600F),793.0,475.0,22.0,4,Normalized (air cooled) – general-purpose steel
553,2,"554,2038",AISI 5160 Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 50 mm (2 In.) Round",1060.0,703.0,17.0,6,Quenched (oil) & tempered – high-strength structural steel
554,2,"555,3056",AISI 5150H Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 100 mm (4 In.) Round",862.0,595.0,20.0,6,Quenched (oil) & tempered – high-strength structural steel
555,2,"556,3025",AISI 5150 Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 50 mm (2 In.) Round",876.0,600.0,20.0,6,Quenched (oil) & tempered – high-strength structural steel
556,2,"557,2964",AISI 5140H Steel,"Oil Quenched 845C (1550F), 540C (1000F) Temper, 50 mm (2 In.) Round",883.0,689.0,19.0,6,Quenched (oil) & tempered – high-strength structural steel
557,2,"558,2956",AISI 5140 Steel,"Oil Quenched 845C (1550F), 595C (1100F) Temper, 13 mm (0.5 In.) Round",896.0,779.0,20.0,6,Quenched (oil) & tempered – high-strength structural steel
558,2,"559,2394",AISI 4820H Steel,"Mock Carburized, Reheated To 800C (1470F), 150C (300F) Temper, 50 mm (2 In.) Round",938.0,640.0,19.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
559,2,"560,2996",AISI 5150 Steel,"Normalized, 50 mm (2 In.) Round",848.0,495.0,20.0,9,Normalized – general-purpose steel (round normalized stock)
560,2,"561,2971",AISI 5150H Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 13 mm (0.5 In.) Round",993.0,903.0,19.0,6,Quenched (oil) & tempered – high-strength structural steel
561,2,"562,2957",AISI 5150H Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 25 mm (1 In.) Round",883.0,745.0,21.0,6,Quenched (oil) & tempered – high-strength structural steel
562,2,"563,2072",AISI 5160H Steel,"Annealed, 25 mm (1 In.) Round",724.0,275.0,17.0,3,Normalized – easy-to-machine stock (cold drawn)
563,2,"564,2999",AISI 5150H Steel,"Normalized, 25 mm (1 In.) Round",869.0,530.0,20.0,9,Normalized – general-purpose steel (round normalized stock)
564,2,"565,2351",AISI 5120 Steel,"Heat Treated, Machined To 13.7 mm, Pseudocarburized, Reheated To 800C (1470F), 150C (300F) Temper",910.0,717.0,15.0,0,Carburized – quenched (oil) – wear-resistant surface steel
565,2,"566,3109",AISI 5150H Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 100 mm (4 In.) Round",793.0,525.0,21.0,6,Quenched (oil) & tempered – high-strength structural steel
566,2,"567,1986",AISI 5160 Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 13 mm (0.5 In.) Round",917.0,793.0,19.0,6,Quenched (oil) & tempered – high-strength structural steel
567,2,"568,3218",AISI 5150 Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 25 mm (1 In.) Round",883.0,745.0,21.0,6,Quenched (oil) & tempered – high-strength structural steel
568,2,"569,2011",AISI 5160H Steel,"Normalized, 100 mm (4 In.) Round",924.0,485.0,14.0,9,Normalized – general-purpose steel (round normalized stock)
569,2,"570,2919",AISI 5140 Steel,"Oil Quenched 845C (1550F), 540C (1000F) Temper, 100 mm (4 In.) Round",862.0,565.0,20.0,6,Quenched (oil) & tempered – high-strength structural steel
570,2,"571,1992",AISI 5160H Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 13 mm (0.5 In.) Round",1050.0,924.0,16.0,6,Quenched (oil) & tempered – high-strength structural steel
571,2,"572,2016",AISI 5160 Steel,"Normalized, 50 mm (2 In.) Round",924.0,510.0,16.0,9,Normalized – general-purpose steel (round normalized stock)
572,2,"573,2458",AISI 4815H Steel,"Pseudocarburized And Oil Quenched, 150C (300F) Temper, 25 mm (1 In.) Round",1095.0,917.0,16.0,0,Carburized – quenched (oil) – wear-resistant surface steel
573,2,"574,1975",AISI 5160 Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 25 mm (1 In.) Round",1000.0,869.0,18.0,6,Quenched (oil) & tempered – high-strength structural steel
574,2,"575,2367",AISI 5120H Steel,"Heat Treated, Machined To 25 mm, Pseudocarburized, 150C (300F) Temper",986.0,786.0,13.0,0,Carburized – quenched (oil) – wear-resistant surface steel
575,2,"576,2021",AISI 5160 Steel,"Normalized, 13 mm (0.5 In.) Round",1025.0,650.0,18.0,9,Normalized – general-purpose steel (round normalized stock)
576,2,"577,2969",AISI 5150H Steel,"Annealed, 25 mm (1 In.) Round",675.0,360.0,22.0,3,Normalized – easy-to-machine stock (cold drawn)
577,2,"578,2921",AISI 5140 Steel,"Oil Quenched 845C (1550F), 650C (1200F) Temper, 13 mm (0.5 In.) Round",827.0,703.0,22.0,6,Quenched (oil) & tempered – high-strength structural steel
578,2,"579,1996",AISI 5160 Steel,Annealed 815C (1500F),724.0,275.0,17.0,7,Annealed – easy-to-machine – round annealed stock
579,2,"580,1976",AISI 5160H Steel,"Normalized, 25 mm (1 In.) Round",958.0,530.0,17.0,9,Normalized – general-purpose steel (round normalized stock)
580,2,"581,3118",AISI 5150 Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 50 mm (2 In.) Round",910.0,670.0,18.0,6,Quenched (oil) & tempered – high-strength structural steel
581,2,"582,2413",AISI 5120H Steel,"Heat Treated, Machined To 25 mm, Pseudocarburized, Reheated To 800C (1470F), 150C (300F) Temper",883.0,696.0,15.0,0,Carburized – quenched (oil) – wear-resistant surface steel
582,2,"583,2014",AISI 51B60 Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 13 mm (0.5 In.) Round",1170.0,1070.0,14.0,6,Quenched (oil) & tempered – high-strength structural steel
583,2,"584,1981",AISI 5160 Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 50 mm (2 In.) Round",931.0,635.0,20.0,6,Quenched (oil) & tempered – high-strength structural steel
584,2,"585,1991",AISI 5160H Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 25 mm (1 In.) Round",1145.0,1005.0,14.0,6,Quenched (oil) & tempered – high-strength structural steel
585,2,"586,2035",AISI 5160H Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 100 mm (4 In.) Round",827.0,540.0,22.0,6,Quenched (oil) & tempered – high-strength structural steel
586,2,"587,1987",AISI 5160 Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 100 mm (4 In.) Round",827.0,540.0,22.0,6,Quenched (oil) & tempered – high-strength structural steel
587,2,"588,2065",AISI 5160H Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 50 mm (2 In.) Round",931.0,635.0,20.0,6,Quenched (oil) & tempered – high-strength structural steel
588,2,"589,2958",AISI 5140H Steel,"Oil Quenched 845C (1550F), 650C (1200F) Temper, 13 mm (0.5 In.) Round",827.0,703.0,22.0,6,Quenched (oil) & tempered – high-strength structural steel
589,2,"590,3005",AISI 5150H Steel,"Normalized, 100 mm (4 In.) Round",841.0,435.0,18.0,9,Normalized – general-purpose steel (round normalized stock)
590,2,"591,1985",AISI 5160H Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 100 mm (4 In.) Round",889.0,615.0,21.0,6,Quenched (oil) & tempered – high-strength structural steel
591,2,"592,3067",AISI 5150 Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 13 mm (0.5 In.) Round",938.0,834.0,21.0,6,Quenched (oil) & tempered – high-strength structural steel
592,2,"593,2052",AISI 51B60 Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 50 mm (2 In.) Round",1060.0,703.0,17.0,6,Quenched (oil) & tempered – high-strength structural steel
593,2,"594,3033",AISI 5140 Steel,"Oil Quenched 845C (1550F), 595C (1100F) Temper, 50 mm (2 In.) Round",814.0,615.0,22.0,6,Quenched (oil) & tempered – high-strength structural steel
594,2,"595,2044",AISI 5160H Steel,"Normalized, 50 mm (2 In.) Round",924.0,510.0,16.0,9,Normalized – general-purpose steel (round normalized stock)
595,2,"596,2002",AISI 51B60H Steel,"Normalized, 25 mm (1 In.) Round",958.0,530.0,17.0,9,Normalized – general-purpose steel (round normalized stock)
596,2,"597,3004",AISI 5150H Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 50 mm (2 In.) Round",910.0,670.0,18.0,6,Quenched (oil) & tempered – high-strength structural steel
597,2,"598,2036",AISI 51B60 Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 100 mm (4 In.) Round",889.0,615.0,21.0,6,Quenched (oil) & tempered – high-strength structural steel
598,2,"599,1979",AISI 5160 Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 13 mm (0.5 In.) Round",1170.0,1070.0,14.0,6,Quenched (oil) & tempered – high-strength structural steel
599,2,"600,2034",AISI 51B60H Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 25 mm (1 In.) Round",1000.0,869.0,18.0,6,Quenched (oil) & tempered – high-strength structural steel
600,2,"601,2066",AISI 51B60H Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 100 mm (4 In.) Round",889.0,615.0,21.0,6,Quenched (oil) & tempered – high-strength structural steel
601,2,"602,3133",AISI 5150 Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 50 mm (2 In.) Round",821.0,605.0,22.0,6,Quenched (oil) & tempered – high-strength structural steel
602,2,"603,2462",AISI 5120H Steel,"Heat Treated, Machined To 13.7 mm, Pseudocarburized, Reheated To 775C (1430F), 150C (300F) Temper",848.0,650.0,14.0,0,Carburized – quenched (oil) – wear-resistant surface steel
603,2,"604,2024",AISI 51B60 Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 50 mm (2 In.) Round",779.0,580.0,21.0,6,Quenched (oil) & tempered – high-strength structural steel
604,2,"605,3019",AISI 5150 Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 25 mm (1 In.) Round",1055.0,910.0,17.0,6,Quenched (oil) & tempered – high-strength structural steel
605,2,"606,2361",AISI 4820 Steel,"Mock Carburized, Reheated To 800C (1470F), 150C (300F) Temper, 50 mm (2 In.) Round",938.0,640.0,19.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
606,2,"607,2004",AISI 51B60H Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 100 mm (4 In.) Round",827.0,540.0,22.0,6,Quenched (oil) & tempered – high-strength structural steel
607,2,"608,2067",AISI 51B60 Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 100 mm (4 In.) Round",827.0,540.0,22.0,6,Quenched (oil) & tempered – high-strength structural steel
608,2,"609,2219",AISI 4620 Steel,"Mock Carburized, 150C (300F) Temper, 50 mm (2 In.) Round",660.0,450.0,27.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
609,2,"610,2420",AISI 5120H Steel,"Heat Treated, Machined To 13.7 mm, Pseudocarburized, Reheated To 800C (1470F), 150C (300F) Temper",910.0,717.0,15.0,0,Carburized – quenched (oil) – wear-resistant surface steel
610,2,"611,1999",AISI 51B60 Steel,Normalized 855C (1570F),958.0,530.0,17.0,4,Normalized (air cooled) – general-purpose steel
611,2,"612,3002",AISI 5140H Steel,Normalized 870C (1600F),793.0,475.0,22.0,4,Normalized (air cooled) – general-purpose steel
612,2,"613,2010",AISI 51B60 Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 13 mm (0.5 In.) Round",917.0,793.0,19.0,6,Quenched (oil) & tempered – high-strength structural steel
613,2,"614,3007",AISI 5150 Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 13 mm (0.5 In.) Round",1095.0,1000.0,16.0,6,Quenched (oil) & tempered – high-strength structural steel
614,2,"615,2005",AISI 51B60H Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 50 mm (2 In.) Round",1060.0,703.0,17.0,6,Quenched (oil) & tempered – high-strength structural steel
615,2,"616,2007",AISI 5160 Steel,Normalized 855C (1570F),958.0,530.0,17.0,4,Normalized (air cooled) – general-purpose steel
616,2,"617,3092",AISI 5150H Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 50 mm (2 In.) Round",821.0,605.0,22.0,6,Quenched (oil) & tempered – high-strength structural steel
617,2,"618,2056",AISI 51B60H Steel,Normalized 855C (1570F),958.0,530.0,17.0,4,Normalized (air cooled) – general-purpose steel
618,2,"619,2043",AISI 51B60 Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 25 mm (1 In.) Round",1145.0,1005.0,14.0,6,Quenched (oil) & tempered – high-strength structural steel
619,2,"620,2943",AISI 5140H Steel,Annealed 830C,570.0,295.0,28.0,7,Annealed – easy-to-machine – round annealed stock
620,2,"621,3054",AISI 5150H Steel,"Normalized, 13 mm (0.5 In.) Round",903.0,565.0,21.0,9,Normalized – general-purpose steel (round normalized stock)
621,2,"622,2962",AISI 5150H Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 13 mm (0.5 In.) Round",1095.0,1000.0,16.0,6,Quenched (oil) & tempered – high-strength structural steel
622,2,"623,1995",AISI 5160H Steel,"Normalized, 13 mm (0.5 In.) Round",1025.0,650.0,18.0,9,Normalized – general-purpose steel (round normalized stock)
623,2,"624,2019",AISI 5160H Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 50 mm (2 In.) Round",779.0,580.0,21.0,6,Quenched (oil) & tempered – high-strength structural steel
624,2,"625,2050",AISI 5160 Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 100 mm (4 In.) Round",965.0,703.0,18.0,6,Quenched (oil) & tempered – high-strength structural steel
625,2,"626,2336",AISI 4820 Steel,"Heat Treated, Machined To 13.7 mm, Pseudocarburized, Reheated To 835C, 150C (300F) Temper",1422.0,1051.0,13.0,0,Carburized – quenched (oil) – wear-resistant surface steel
626,2,"627,2972",AISI 5150 Steel,"Annealed, 25 mm (1 In.) Round",675.0,360.0,22.0,3,Normalized – easy-to-machine stock (cold drawn)
627,2,"628,2071",AISI 51B60 Steel,"Normalized, 100 mm (4 In.) Round",924.0,485.0,14.0,9,Normalized – general-purpose steel (round normalized stock)
628,2,"629,2031",AISI 51B60 Steel,"Normalized, 13 mm (0.5 In.) Round",1025.0,650.0,18.0,9,Normalized – general-purpose steel (round normalized stock)
629,2,"630,2023",AISI 51B60 Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 50 mm (2 In.) Round",931.0,635.0,20.0,6,Quenched (oil) & tempered – high-strength structural steel
630,2,"631,2030",AISI 5160 Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 25 mm (1 In.) Round",889.0,765.0,20.0,6,Quenched (oil) & tempered – high-strength structural steel
631,2,"632,3076",AISI 5140H Steel,"Oil Quenched 845C (1550F), 595C (1100F) Temper, 100 mm (4 In.) Round",800.0,510.0,22.0,6,Quenched (oil) & tempered – high-strength structural steel
632,2,"633,2994",AISI 5150H Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 25 mm (1 In.) Round",945.0,793.0,20.0,6,Quenched (oil) & tempered – high-strength structural steel
633,2,"634,2973",AISI 5140H Steel,"Oil Quenched 845C (1550F), 650C (1200F) Temper, 50 mm (2 In.) Round",758.0,565.0,24.0,6,Quenched (oil) & tempered – high-strength structural steel
634,2,"635,3027",AISI 5140 Steel,"Oil Quenched 845C (1550F), 650C (1200F) Temper, 25 mm (1 In.) Round",807.0,650.0,22.0,6,Quenched (oil) & tempered – high-strength structural steel
635,2,"636,3154",AISI 5140H Steel,"Oil Quenched 845C (1550F), 595C (1100F) Temper, 13 mm (0.5 In.) Round",896.0,779.0,20.0,6,Quenched (oil) & tempered – high-strength structural steel
636,2,"637,3024",AISI 6150 Steel,"Normalized, 100 mm (4 In.) Round",883.0,460.0,18.0,9,Normalized – general-purpose steel (round normalized stock)
637,2,"638,2017",AISI 51B60H Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 25 mm (1 In.) Round",889.0,765.0,20.0,6,Quenched (oil) & tempered – high-strength structural steel
638,2,"639,2928",AISI 5140 Steel,"Oil Quenched 845C (1550F), 540C (1000F) Temper, 13 mm (0.5 In.) Round",1015.0,910.0,17.0,6,Quenched (oil) & tempered – high-strength structural steel
639,2,"640,2073",AISI 51B60H Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 25 mm (1 In.) Round",1145.0,1005.0,14.0,6,Quenched (oil) & tempered – high-strength structural steel
640,2,"641,3050",AISI 6150 Steel,"Normalized, 50 mm (2 In.) Round",896.0,515.0,20.0,9,Normalized – general-purpose steel (round normalized stock)
641,2,"642,2932",AISI 5140H Steel,"Normalized, 100 mm (4 In.) Round",765.0,415.0,21.0,9,Normalized – general-purpose steel (round normalized stock)
642,2,"643,1972",AISI 5160 Steel,"Normalized, 100 mm (4 In.) Round",924.0,485.0,14.0,9,Normalized – general-purpose steel (round normalized stock)
643,2,"644,2985",AISI 6150 Steel,"Oil Quenched 845C (1550F), 540C (1000F) Temper, 100 mm (4 In.) Round",1050.0,876.0,16.0,6,Quenched (oil) & tempered – high-strength structural steel
644,2,"645,3107",AISI 6150 Steel,"Normalized, 13 mm (0.5 In.) Round",972.0,640.0,20.0,9,Normalized – general-purpose steel (round normalized stock)
645,2,"646,2986",AISI 5140H Steel,"Oil Quenched 845C (1550F), 540C (1000F) Temper, 100 mm (4 In.) Round",862.0,565.0,20.0,6,Quenched (oil) & tempered – high-strength structural steel
646,2,"647,2333",AISI 4820H Steel,"Heat Treated, Machined To 25 mm, Pseudocarburized, Reheated To 755C (1390F), 150C (300F) Temper",1328.0,920.0,13.0,0,Carburized – quenched (oil) – wear-resistant surface steel
647,2,"648,2888",AISI 4150 Steel,"Oil Quenched 830C (1525F), 540C (1000F) Temper, 25 mm (1 In.) Round",1205.0,1105.0,14.0,6,Quenched (oil) & tempered – high-strength structural steel
648,2,"649,2221",AISI 4427 Steel,"Heat Treated In 13.7 mm Rounds, Reheated To 765C (1410F), 150C (300F) Temper",1096.0,540.0,10.0,0,Carburized – quenched (oil) – wear-resistant surface steel
649,2,"650,3000",AISI 5150H Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 50 mm (2 In.) Round",876.0,600.0,20.0,6,Quenched (oil) & tempered – high-strength structural steel
650,2,"651,2069",AISI 5160H Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 100 mm (4 In.) Round",965.0,703.0,18.0,6,Quenched (oil) & tempered – high-strength structural steel
651,2,"652,2008",AISI 5160H Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 13 mm (0.5 In.) Round",917.0,793.0,19.0,6,Quenched (oil) & tempered – high-strength structural steel
652,2,"653,2057",AISI 5160H Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 25 mm (1 In.) Round",1000.0,869.0,18.0,6,Quenched (oil) & tempered – high-strength structural steel
653,2,"654,2062",AISI 51B60H Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 100 mm (4 In.) Round",965.0,703.0,18.0,6,Quenched (oil) & tempered – high-strength structural steel
654,2,"655,2977",AISI 6150 Steel,"Oil Quenched 845C (1550F), 650C (1200F) Temper, 100 mm (4 In.) Round",841.0,650.0,21.0,6,Quenched (oil) & tempered – high-strength structural steel
655,2,"656,3048",AISI 6150H Steel,"Oil Quenched 845C (1550F), 540C (1000F) Temper, 100 mm (4 In.) Round",1050.0,876.0,16.0,6,Quenched (oil) & tempered – high-strength structural steel
656,2,"657,3016",AISI 6150 Steel,"Oil Quenched 845C (1550F), 540C (1000F) Temper, 25 mm (1 In.) Round",1200.0,1160.0,14.0,6,Quenched (oil) & tempered – high-strength structural steel
657,2,"658,2053",AISI 51B60 Steel,"Normalized, 50 mm (2 In.) Round",924.0,510.0,16.0,9,Normalized – general-purpose steel (round normalized stock)
658,2,"659,2064",AISI 51B60 Steel,Annealed 815C (1500F),724.0,275.0,17.0,7,Annealed – easy-to-machine – round annealed stock
659,2,"660,1994",AISI 5160H Steel,Normalized 855C (1570F),958.0,530.0,17.0,4,Normalized (air cooled) – general-purpose steel
660,2,"661,3131",AISI 6150H Steel,"Normalized, 25 mm (1 In.) Round",938.0,615.0,21.0,9,Normalized – general-purpose steel (round normalized stock)
661,2,"662,2968",AISI 6150 Steel,"Oil Quenched 845C (1550F), 595C (1100F) Temper, 25 mm (1 In.) Round",1090.0,1035.0,16.0,6,Quenched (oil) & tempered – high-strength structural steel
662,2,"663,2981",AISI 6150 Steel,"Normalized, 25 mm (1 In.) Round",938.0,615.0,21.0,9,Normalized – general-purpose steel (round normalized stock)
663,2,"664,3205",AISI 6150H Steel,"Oil Quenched 845C (1550F), 540C (1000F) Temper, 25 mm (1 In.) Round",1200.0,1160.0,14.0,6,Quenched (oil) & tempered – high-strength structural steel
664,2,"665,3028",AISI 5150H Steel,"Normalized, 50 mm (2 In.) Round",848.0,495.0,20.0,9,Normalized – general-purpose steel (round normalized stock)
665,2,"666,2013",AISI 51B60 Steel,"Normalized, 25 mm (1 In.) Round",958.0,530.0,17.0,9,Normalized – general-purpose steel (round normalized stock)
666,2,"667,2989",AISI 6150 Steel,"Oil Quenched 845C (1550F), 650C (1200F) Temper, 25 mm (1 In.) Round",972.0,896.0,18.0,6,Quenched (oil) & tempered – high-strength structural steel
667,2,"668,2026",AISI 5160 Steel,"Normalized, 25 mm (1 In.) Round",958.0,530.0,17.0,9,Normalized – general-purpose steel (round normalized stock)
668,2,"669,1998",AISI 51B60H Steel,"Normalized, 13 mm (0.5 In.) Round",1025.0,650.0,18.0,9,Normalized – general-purpose steel (round normalized stock)
669,2,"670,2998",AISI 6150H Steel,"Oil Quenched 845C (1550F), 650C (1200F) Temper, 50 mm (2 In.) Round",924.0,800.0,19.0,6,Quenched (oil) & tempered – high-strength structural steel
670,2,"671,3021",AISI 6150 Steel,"Oil Quenched 845C (1550F), 540C (1000F) Temper, 50 mm (2 In.) Round",1145.0,1000.0,14.0,6,Quenched (oil) & tempered – high-strength structural steel
671,2,"672,2930",AISI 5140 Steel,"Oil Quenched 845C (1550F), 650C (1200F) Temper, 100 mm (4 In.) Round",731.0,470.0,24.0,6,Quenched (oil) & tempered – high-strength structural steel
672,2,"673,2465",AISI 8620 Steel,"Quenched From Carburizing Box, 13 mm (0.5 In.) Round",1325.0,1035.0,12.0,2,Quenched (oil) – general-purpose steel (tested)
673,2,"674,2461",AISI 8617 Steel,"Heat Treated, Machined, Pseudocarburized, 150C (300F) Temper",883.0,650.0,19.0,0,Carburized – quenched (oil) – wear-resistant surface steel
674,2,"675,2042",AISI 51B60H Steel,"Oil Quenched From 830C (1525F), 595C (1100F) Temper, 13 mm (0.5 In.) Round",1050.0,924.0,16.0,6,Quenched (oil) & tempered – high-strength structural steel
675,2,"676,2444",AISI 8620 Steel,"Carburized, Box Cooled, Reheated And Quenched, 150C (300F) Temper, 25 mm (1 In.) Round",958.0,814.0,19.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
676,2,"677,3190",AISI 6150H Steel,"Oil Quenched 845C (1550F), 650C (1200F) Temper, 13 mm (0.5 In.) Round",1015.0,979.0,17.0,6,Quenched (oil) & tempered – high-strength structural steel
677,2,"678,2029",AISI 5160H Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 50 mm (2 In.) Round",1060.0,703.0,17.0,6,Quenched (oil) & tempered – high-strength structural steel
678,2,"679,2391",AISI 8620 Steel,"Double Quenched And Tempered (150C (300F)), Carburized",917.0,572.0,20.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
679,2,"680,2612",AISI 8620 Steel,"Normalized, Machined To 25 mm, Pseudocarburized, Oil Quenched, 150C Temper",1075.0,876.0,14.0,0,Carburized – quenched (oil) – wear-resistant surface steel
680,2,"681,2404",AISI 8620 Steel,"Cooled In Carburizing Box, Reheated And Quenched, 13 mm (0.5 In.) Round",1296.0,1035.0,11.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
681,2,"682,2033",AISI 51B60H Steel,"Normalized, 100 mm (4 In.) Round",924.0,485.0,14.0,9,Normalized – general-purpose steel (round normalized stock)
682,2,"683,2015",AISI 5160 Steel,"Oil Quenched From 830C (1525F), 540C (1000F) Temper, 25 mm (1 In.) Round",1145.0,1005.0,14.0,6,Quenched (oil) & tempered – high-strength structural steel
683,2,"684,2059",AISI 51B60H Steel,"Annealed, 25 mm (1 In.) Round",724.0,275.0,17.0,3,Normalized – easy-to-machine stock (cold drawn)
684,2,"685,2988",AISI 6150 Steel,"Oil Quenched 845C (1550F), 650C (1200F) Temper, 13 mm (0.5 In.) Round",1015.0,979.0,17.0,6,Quenched (oil) & tempered – high-strength structural steel
685,2,"686,3096",AISI 6150 Steel,"Annealed, 25 mm (1 In.) Round",670.0,415.0,23.0,3,Normalized – easy-to-machine stock (cold drawn)
686,2,"687,2529",AISI 8617H Steel,"Double Quenched, 150C (300F) Temper",820.0,550.0,23.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
687,2,"688,3011",AISI 6150H Steel,"Annealed, 25 mm (1 In.) Round",670.0,415.0,23.0,3,Normalized – easy-to-machine stock (cold drawn)
688,2,"689,2028",AISI 51B60H Steel,"Oil Quenched From 830C (1525F), 650C (1200F) Temper, 50 mm (2 In.) Round",779.0,580.0,21.0,6,Quenched (oil) & tempered – high-strength structural steel
